,Timestamp,Heart rate,sleep time
121,2021-02-27 20:10:00,85.0,0
122,2021-02-27 20:12:00,88.0,0
123,2021-02-27 20:13:00,87.0,0
124,2021-02-27 20:14:00,83.0,0
125,2021-02-27 20:15:00,86.0,0
126,2021-02-27 20:16:00,85.0,0
127,2021-02-27 20:17:00,87.0,0
128,2021-02-27 20:18:00,91.0,0
129,2021-02-27 20:19:00,88.0,0
130,2021-02-27 20:20:00,84.0,0
131,2021-02-27 20:21:00,86.0,0
132,2021-02-27 20:22:00,105.0,0
133,2021-02-27 20:23:00,106.0,0
134,2021-02-27 20:24:00,108.0,0
135,2021-02-27 20:26:00,103.0,0
136,2021-02-27 20:27:00,107.0,0
137,2021-02-27 20:29:00,106.0,0
138,2021-02-27 20:30:00,104.0,0
139,2021-02-27 20:31:00,95.0,0
140,2021-02-27 20:32:00,90.0,0
141,2021-02-27 20:33:00,84.0,0
142,2021-02-27 20:34:00,70.0,0
143,2021-02-27 20:36:00,69.0,0
144,2021-02-27 20:37:00,70.0,0
145,2021-02-27 20:39:00,68.0,0
146,2021-02-27 20:43:00,74.0,0
147,2021-02-27 20:44:00,84.0,0
148,2021-02-27 20:45:00,75.0,0
149,2021-02-27 20:46:00,80.0,0
150,2021-02-27 20:48:00,79.0,0
151,2021-02-27 20:49:00,87.0,0
152,2021-02-27 20:50:00,80.0,0
153,2021-02-27 20:51:00,84.0,0
154,2021-02-27 20:52:00,79.0,0
155,2021-02-27 20:53:00,72.0,0
156,2021-02-27 20:54:00,70.0,0
157,2021-02-27 20:56:00,71.0,0
158,2021-02-27 20:57:00,72.0,0
159,2021-02-27 20:58:00,94.0,0
160,2021-02-27 20:59:00,82.0,0
161,2021-02-27 21:00:00,73.0,0
162,2021-02-27 21:01:00,72.0,0
163,2021-02-27 21:05:00,68.0,0
164,2021-02-27 21:06:00,67.0,0
165,2021-02-27 21:07:00,66.0,0
166,2021-02-27 21:08:00,65.0,0
167,2021-02-27 21:09:00,77.0,0
168,2021-02-27 21:11:00,81.0,0
169,2021-02-27 21:12:00,80.0,0
170,2021-02-27 21:13:00,83.0,0
171,2021-02-27 21:14:00,82.0,0
172,2021-02-27 21:15:00,70.0,0
173,2021-02-27 21:16:00,67.0,0
174,2021-02-27 21:17:00,75.0,0
175,2021-02-27 21:18:00,69.0,0
176,2021-02-27 21:19:00,66.0,0
177,2021-02-27 21:20:00,65.0,0
178,2021-02-27 21:21:00,67.0,0
179,2021-02-27 21:22:00,64.0,0
180,2021-02-27 21:24:00,65.0,0
181,2021-02-27 21:25:00,64.0,0
182,2021-02-27 21:29:00,80.0,0
183,2021-02-27 21:30:00,85.0,0
184,2021-02-27 21:31:00,73.0,0
185,2021-02-27 21:32:00,67.0,0
186,2021-02-27 21:33:00,65.0,0
187,2021-02-27 21:34:00,66.0,0
188,2021-02-27 21:35:00,68.0,0
189,2021-02-27 21:36:00,78.0,0
190,2021-02-27 21:37:00,70.0,0
191,2021-02-27 21:38:00,66.0,0
192,2021-02-27 21:39:00,65.0,0
193,2021-02-27 21:40:00,64.0,0
194,2021-02-27 21:41:00,65.0,0
195,2021-02-27 21:42:00,74.0,0
196,2021-02-27 21:43:00,73.0,0
197,2021-02-27 21:44:00,83.0,0
198,2021-02-27 21:45:00,57.0,0
199,2021-02-27 21:46:00,53.0,0
200,2021-02-27 21:47:00,51.0,0
201,2021-02-27 21:48:00,50.0,0
202,2021-02-27 21:50:00,49.0,0
203,2021-02-27 21:52:00,62.0,0
204,2021-02-27 21:53:00,70.0,0
205,2021-02-27 21:54:00,57.0,0
206,2021-02-27 21:55:00,51.0,0
207,2021-02-27 21:56:00,49.0,0
208,2021-02-27 21:57:00,50.0,0
209,2021-02-27 21:59:00,48.0,0
210,2021-02-27 22:00:00,49.0,0
211,2021-02-27 22:01:00,48.0,0
212,2021-02-27 22:02:00,54.0,0
213,2021-02-27 22:03:00,61.0,0
214,2021-02-27 22:04:00,54.0,0
215,2021-02-27 22:05:00,52.0,0
216,2021-02-27 22:06:00,54.0,0
217,2021-02-27 22:08:00,57.0,0
218,2021-02-27 22:09:00,58.0,0
219,2021-02-27 22:10:00,59.0,0
220,2021-02-27 22:11:00,58.0,0
221,2021-02-27 22:12:00,59.0,0
222,2021-02-27 22:13:00,58.0,0
223,2021-02-27 22:16:00,59.0,0
224,2021-02-27 22:17:00,58.0,0
225,2021-02-27 22:18:00,68.0,0
226,2021-02-27 22:20:00,62.0,0
227,2021-02-27 22:21:00,59.0,0
228,2021-02-27 22:22:00,58.0,0
229,2021-02-27 22:24:00,70.0,0
230,2021-02-27 22:25:00,68.0,0
231,2021-02-27 22:26:00,61.0,0
232,2021-02-27 22:27:00,60.0,0
233,2021-02-27 22:30:00,61.0,0
234,2021-02-27 22:31:00,60.0,0
235,2021-02-27 22:33:00,61.0,0
236,2021-02-27 22:34:00,60.0,0
237,2021-02-27 22:37:00,61.0,0
238,2021-02-27 22:40:00,60.0,0
239,2021-02-27 22:42:00,61.0,0
240,2021-02-27 22:44:00,69.0,0
241,2021-02-27 22:45:00,80.0,0
242,2021-02-27 22:46:00,81.0,0
243,2021-02-27 22:47:00,82.0,0
244,2021-02-27 22:50:00,72.0,0
245,2021-02-27 22:51:00,65.0,0
246,2021-02-27 22:52:00,64.0,0
247,2021-02-27 22:54:00,76.0,0
248,2021-02-27 22:55:00,79.0,0
249,2021-02-27 22:56:00,69.0,0
250,2021-02-27 22:57:00,65.0,0
251,2021-02-27 22:58:00,64.0,0
252,2021-02-27 23:05:00,76.0,0
253,2021-02-27 23:06:00,80.0,0
254,2021-02-27 23:07:00,69.0,0
255,2021-02-27 23:08:00,65.0,0
256,2021-02-27 23:09:00,77.0,0
257,2021-02-27 23:10:00,81.0,0
258,2021-02-27 23:11:00,71.0,0
259,2021-02-27 23:12:00,65.0,0
260,2021-02-27 23:13:00,63.0,0
261,2021-02-27 23:18:00,62.0,0
262,2021-02-27 23:19:00,63.0,0
263,2021-02-27 23:35:00,63.0,0
264,2021-02-27 23:40:00,76.0,0
265,2021-02-27 23:41:00,72.0,0
266,2021-02-27 23:42:00,65.0,0
267,2021-02-27 23:43:00,63.0,0
268,2021-02-27 23:46:00,62.0,0
269,2021-02-27 23:47:00,63.0,0
270,2021-02-27 23:57:00,62.0,0
271,2021-02-27 23:58:00,59.0,0
272,2021-02-27 23:59:00,56.0,0
273,2021-02-28 00:15:00,56.0,0
274,2021-02-28 00:31:00,56.0,0
275,2021-02-28 00:46:00,57.0,0
276,2021-02-28 00:47:00,56.0,0
277,2021-02-28 01:03:00,56.0,0
278,2021-02-28 01:19:00,56.0,0
279,2021-02-28 01:35:00,56.0,0
280,2021-02-28 01:49:00,55.0,0
281,2021-02-28 01:50:00,54.0,0
282,2021-02-28 01:51:00,53.0,0
283,2021-02-28 02:07:00,53.0,0
284,2021-02-28 02:20:00,54.0,0
285,2021-02-28 02:21:00,53.0,0
286,2021-02-28 02:37:00,53.0,0
287,2021-02-28 02:53:00,53.0,0
288,2021-02-28 03:04:00,54.0,0
289,2021-02-28 03:05:00,53.0,0
290,2021-02-28 03:21:00,53.0,0
291,2021-02-28 03:37:00,53.0,0
292,2021-02-28 03:53:00,53.0,0
293,2021-02-28 04:02:00,62.0,0
294,2021-02-28 04:03:00,67.0,0
295,2021-02-28 04:04:00,56.0,0
296,2021-02-28 04:05:00,54.0,0
297,2021-02-28 04:06:00,53.0,0
298,2021-02-28 04:22:00,53.0,0
299,2021-02-28 04:31:00,54.0,0
300,2021-02-28 04:32:00,53.0,0
301,2021-02-28 04:33:00,67.0,0
302,2021-02-28 04:34:00,62.0,0
303,2021-02-28 04:35:00,56.0,0
304,2021-02-28 04:36:00,54.0,0
305,2021-02-28 04:37:00,53.0,0
306,2021-02-28 04:53:00,53.0,0
307,2021-02-28 05:09:00,53.0,0
308,2021-02-28 05:25:00,53.0,0
309,2021-02-28 05:28:00,54.0,0
310,2021-02-28 05:29:00,53.0,0
311,2021-02-28 05:45:00,53.0,0
312,2021-02-28 06:01:00,53.0,0
313,2021-02-28 06:06:00,63.0,0
314,2021-02-28 06:07:00,64.0,0
315,2021-02-28 06:08:00,57.0,0
316,2021-02-28 06:09:00,53.0,0
317,2021-02-28 06:22:00,54.0,0
318,2021-02-28 06:23:00,53.0,0
319,2021-02-28 06:30:00,54.0,0
320,2021-02-28 06:32:00,53.0,0
321,2021-02-28 06:48:00,53.0,0
322,2021-02-28 06:56:00,54.0,0
323,2021-02-28 06:57:00,53.0,0
324,2021-02-28 07:05:00,55.0,0
325,2021-02-28 07:06:00,57.0,0
326,2021-02-28 07:15:00,58.0,0
327,2021-02-28 07:16:00,57.0,0
328,2021-02-28 07:32:00,66.0,0
329,2021-02-28 07:33:00,68.0,0
330,2021-02-28 07:34:00,61.0,0
331,2021-02-28 07:35:00,58.0,0
332,2021-02-28 07:36:00,57.0,0
333,2021-02-28 07:52:00,57.0,0
334,2021-02-28 08:01:00,59.0,0
335,2021-02-28 08:02:00,77.0,0
336,2021-02-28 08:03:00,86.0,0
337,2021-02-28 08:04:00,72.0,0
338,2021-02-28 08:05:00,64.0,0
339,2021-02-28 08:06:00,57.0,0
340,2021-02-28 08:07:00,55.0,0
341,2021-02-28 08:08:00,51.0,0
342,2021-02-28 08:11:00,66.0,0
343,2021-02-28 08:12:00,62.0,0
344,2021-02-28 08:13:00,69.0,0
345,2021-02-28 08:14:00,70.0,0
346,2021-02-28 08:15:00,63.0,0
347,2021-02-28 08:16:00,52.0,0
348,2021-02-28 08:17:00,61.0,0
349,2021-02-28 08:18:00,53.0,0
350,2021-02-28 08:19:00,52.0,0
351,2021-02-28 08:20:00,68.0,0
352,2021-02-28 08:21:00,64.0,0
353,2021-02-28 08:22:00,65.0,0
354,2021-02-28 08:23:00,71.0,0
355,2021-02-28 08:24:00,56.0,0
356,2021-02-28 08:25:00,58.0,0
357,2021-02-28 08:26:00,65.0,0
358,2021-02-28 08:27:00,59.0,0
359,2021-02-28 08:28:00,57.0,0
360,2021-02-28 08:29:00,55.0,0
361,2021-02-28 08:30:00,57.0,0
362,2021-02-28 08:31:00,70.0,0
363,2021-02-28 08:32:00,63.0,0
364,2021-02-28 08:33:00,56.0,0
365,2021-02-28 08:34:00,64.0,0
366,2021-02-28 08:35:00,66.0,0
367,2021-02-28 08:36:00,61.0,0
368,2021-02-28 08:37:00,56.0,0
369,2021-02-28 08:38:00,55.0,0
370,2021-02-28 08:40:00,56.0,0
371,2021-02-28 08:42:00,55.0,0
372,2021-02-28 08:45:00,56.0,0
373,2021-02-28 08:50:00,73.0,0
374,2021-02-28 08:51:00,75.0,0
375,2021-02-28 08:52:00,70.0,0
376,2021-02-28 08:53:00,62.0,0
377,2021-02-28 08:54:00,61.0,0
378,2021-02-28 08:55:00,56.0,0
379,2021-02-28 08:57:00,67.0,0
380,2021-02-28 08:58:00,76.0,0
381,2021-02-28 08:59:00,69.0,0
382,2021-02-28 09:00:00,58.0,0
383,2021-02-28 09:01:00,62.0,0
384,2021-02-28 09:02:00,56.0,0
385,2021-02-28 09:03:00,59.0,0
386,2021-02-28 09:12:00,60.0,0
387,2021-02-28 09:13:00,58.0,0
388,2021-02-28 09:15:00,59.0,0
389,2021-02-28 09:17:00,72.0,0
390,2021-02-28 09:18:00,67.0,0
391,2021-02-28 09:19:00,61.0,0
392,2021-02-28 09:20:00,60.0,0
393,2021-02-28 09:21:00,59.0,0
394,2021-02-28 09:22:00,80.0,0
395,2021-02-28 09:23:00,81.0,0
396,2021-02-28 09:24:00,80.0,0
397,2021-02-28 09:25:00,78.0,0
398,2021-02-28 09:26:00,81.0,0
399,2021-02-28 09:27:00,108.0,0
400,2021-02-28 09:31:00,79.0,0
401,2021-02-28 09:35:00,73.0,0
402,2021-02-28 09:36:00,78.0,0
403,2021-02-28 09:37:00,79.0,0
404,2021-02-28 09:38:00,80.0,0
405,2021-02-28 09:39:00,78.0,0
406,2021-02-28 09:40:00,81.0,0
407,2021-02-28 09:41:00,80.0,0
408,2021-02-28 09:42:00,71.0,0
409,2021-02-28 09:43:00,69.0,0
410,2021-02-28 09:44:00,70.0,0
411,2021-02-28 09:45:00,68.0,0
412,2021-02-28 09:46:00,73.0,0
413,2021-02-28 09:47:00,79.0,0
414,2021-02-28 09:48:00,84.0,0
415,2021-02-28 09:49:00,88.0,0
416,2021-02-28 09:50:00,109.0,0
417,2021-02-28 09:51:00,98.0,0
418,2021-02-28 09:52:00,81.0,0
419,2021-02-28 09:53:00,78.0,0
420,2021-02-28 09:54:00,79.0,0
421,2021-02-28 10:00:00,78.0,0
422,2021-02-28 10:01:00,77.0,0
423,2021-02-28 10:03:00,78.0,0
424,2021-02-28 10:04:00,79.0,0
425,2021-02-28 10:05:00,78.0,0
426,2021-02-28 10:06:00,74.0,0
427,2021-02-28 10:07:00,71.0,0
428,2021-02-28 10:08:00,67.0,0
429,2021-02-28 10:09:00,68.0,0
430,2021-02-28 10:10:00,77.0,0
431,2021-02-28 10:11:00,78.0,0
432,2021-02-28 10:12:00,77.0,0
433,2021-02-28 10:14:00,78.0,0
434,2021-02-28 10:15:00,79.0,0
435,2021-02-28 10:16:00,91.0,0
436,2021-02-28 10:17:00,89.0,0
437,2021-02-28 10:18:00,90.0,0
438,2021-02-28 10:19:00,87.0,0
439,2021-02-28 10:20:00,90.0,0
440,2021-02-28 10:21:00,84.0,0
441,2021-02-28 10:22:00,86.0,0
442,2021-02-28 10:23:00,82.0,0
443,2021-02-28 10:24:00,94.0,0
444,2021-02-28 10:25:00,80.0,0
445,2021-02-28 10:26:00,77.0,0
446,2021-02-28 10:27:00,78.0,0
447,2021-02-28 10:28:00,89.0,0
448,2021-02-28 10:29:00,84.0,0
449,2021-02-28 10:30:00,78.0,0
450,2021-02-28 10:31:00,88.0,0
451,2021-02-28 10:32:00,85.0,0
452,2021-02-28 10:33:00,80.0,0
453,2021-02-28 10:34:00,78.0,0
454,2021-02-28 10:37:00,82.0,0
455,2021-02-28 10:38:00,95.0,0
456,2021-02-28 10:39:00,90.0,0
457,2021-02-28 10:40:00,104.0,0
458,2021-02-28 10:41:00,100.0,0
459,2021-02-28 10:42:00,97.0,0
460,2021-02-28 10:43:00,102.0,0
461,2021-02-28 10:44:00,91.0,0
462,2021-02-28 10:45:00,94.0,0
463,2021-02-28 10:46:00,83.0,0
464,2021-02-28 10:47:00,97.0,0
465,2021-02-28 10:49:00,87.0,0
466,2021-02-28 10:50:00,82.0,0
467,2021-02-28 10:51:00,81.0,0
468,2021-02-28 10:52:00,80.0,0
469,2021-02-28 10:53:00,78.0,0
470,2021-02-28 10:54:00,80.0,0
471,2021-02-28 10:56:00,81.0,0
472,2021-02-28 10:57:00,80.0,0
473,2021-02-28 10:59:00,79.0,0
474,2021-02-28 11:00:00,80.0,0
475,2021-02-28 11:02:00,75.0,0
476,2021-02-28 11:03:00,79.0,0
477,2021-02-28 11:04:00,77.0,0
478,2021-02-28 11:05:00,75.0,0
479,2021-02-28 11:08:00,78.0,0
480,2021-02-28 11:09:00,80.0,0
481,2021-02-28 11:10:00,84.0,0
482,2021-02-28 11:11:00,75.0,0
483,2021-02-28 11:12:00,69.0,0
484,2021-02-28 11:13:00,72.0,0
485,2021-02-28 11:14:00,75.0,0
486,2021-02-28 11:15:00,74.0,0
487,2021-02-28 11:16:00,68.0,0
488,2021-02-28 11:18:00,77.0,0
489,2021-02-28 11:19:00,84.0,0
490,2021-02-28 11:21:00,78.0,0
491,2021-02-28 11:22:00,75.0,0
492,2021-02-28 11:23:00,71.0,0
493,2021-02-28 11:24:00,66.0,0
494,2021-02-28 11:25:00,73.0,0
495,2021-02-28 11:26:00,71.0,0
496,2021-02-28 11:27:00,70.0,0
497,2021-02-28 11:28:00,71.0,0
498,2021-02-28 11:32:00,73.0,0
499,2021-02-28 11:33:00,78.0,0
500,2021-02-28 11:34:00,82.0,0
501,2021-02-28 11:35:00,90.0,0
502,2021-02-28 11:36:00,84.0,0
503,2021-02-28 11:37:00,75.0,0
504,2021-02-28 11:38:00,74.0,0
505,2021-02-28 11:39:00,71.0,0
506,2021-02-28 11:40:00,69.0,0
507,2021-02-28 11:41:00,71.0,0
508,2021-02-28 11:42:00,72.0,0
509,2021-02-28 11:44:00,70.0,0
510,2021-02-28 11:45:00,71.0,0
511,2021-02-28 11:46:00,72.0,0
512,2021-02-28 11:47:00,71.0,0
513,2021-02-28 11:48:00,73.0,0
514,2021-02-28 11:49:00,74.0,0
515,2021-02-28 11:50:00,75.0,0
516,2021-02-28 11:51:00,73.0,0
517,2021-02-28 11:52:00,69.0,0
518,2021-02-28 11:53:00,68.0,0
519,2021-02-28 11:54:00,69.0,0
520,2021-02-28 11:55:00,71.0,0
521,2021-02-28 11:56:00,70.0,0
522,2021-02-28 11:57:00,73.0,0
523,2021-02-28 11:58:00,71.0,0
524,2021-02-28 11:59:00,73.0,0
